NCM,Produto,Qtd refs.,Situação (benefício),Dispositivo legal (RICMS-SP),cBenef sugerido,CST provável,"Existe benefício na lei, mas NÃO se aplica a esta venda",Observação
22011000,AGUA MINERAL BIOLEVE SEM GAS 1.5L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,"AGUA MINERAL CRYSTAL COM GAS 1,5L",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL CRYSTAL COM GAS 500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,"AGUA MINERAL CRYSTAL SEM GAS 1,5L",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL CRYSTAL SEM GAS 500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL LEVITY C/ GAS 510ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL LEVITY S/ GAS 1500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL LEVITY S/ GAS 510ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL MINALBA COM GAS 510ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,"AGUA MINERAL MINALBA SEM GAS 1,5L",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL MINALBA SEM GAS 500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL MINALICE 5L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,AGUA MINERAL SAO LOURENCO COM GAS 300ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22011000,"SODA ACQUAMIX 1,5 LTS",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22019000,GELO CUBO SACO DE 2KG.,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22019000,GELO CUBO SACO DE 5KG,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22019000,GELO MOIDO SACO DE 10KG,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,"AGUA SABORIZADA H2OH LIMAO 1,5L",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,AGUA SABORIZADA H2OH LIMAO 500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,"AGUA SABORIZADA H2OH LIMONETO 1,5L",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,AGUA SABORIZADA H2OH LIMONETO 500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,AGUA TONICA ANTARCTICA 350ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,AGUA TONICA ANTARCTICA ZERO 350ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,AGUA TONICA SCHWEPPES  350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,CHA PRONTO LEAO FUZE PESSEGO 450ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,CHA PRONTO MATTE LEAO LIMAO 450ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,"CHA PRONTO MATTE LEAO MATE LIMAO 1,5L",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,CHA PRONTO MATTE LEAO NAT 450ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,COCA COLA 1L VIDRO,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,COCA COLA 2 LT RETORNÁVEL,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE ANTARCTICA GUARANA 200ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE ANTARCTICA GUARANA 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE ANTARCTICA GUARANA 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE ANTARCTICA GUARANA ZERO 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE ANTARCTICA GUARANA ZERO 600ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA 200ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA 350ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA 600ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA CAFE LT 220ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA LT 220ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA ZERO 200ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA ZERO 2L,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA ZERO 350ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA ZERO 600ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE COCA COLA ZERO LT 220ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE FANTA LARANJA 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE FANTA LARANJA 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE FANTA LARANJA 600ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE FANTA UVA 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE GUARANA ANTARCTICA 1L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE GUARANA ANTARCTICA GFA VD 300ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE GUARANA ANTARCTICA ZERO 200ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE ITUBAINA ORIGINAL TUTTI FRUTTI 500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE PEPSI BLACK ZERO 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE PEPSI BLACK ZERO 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE PEPSI TWIST 2L,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE PEPSI TWIST 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,"REFRIGERANTE SCHWEPPES CITRUS 1,5L",1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE SCHWEPPES CITRUS 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE SODA LIMONADA ANTARCTICA 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE SPRITE 350ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE SPRITE 600ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,REFRIGERANTE SPRITE LIMAO 2L,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,SUCO DEL VALLE LARANJA 200ML.,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,SUCO DEL VALLE UVA 200ML..,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,SUCO DEL VALLE UVA PET 450ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,SUCO MAGUARY MORANGO 200ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22021000,SUCO NATIVO ACAI 450ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ACAI GASEIFICADO SANDRES 500ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ACHOCOLATADO TODDYNHO 200ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,ACHOCOLATADO TODDYNHO LEVINHO 200ML,2,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA ACTIV NESCAU ZERO LACTOSE 180ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA ENGOV AFTER SABOR CITRUS 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA ENGOV AFTER SABOR PINK LEM 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA ENGOV AFTER TANGERINA 250ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
22029900,BEBIDA LACT 3 CORACOES CAPP WHEY 260ML,1,Sem benefício de ICMS (produto sujeito a ICMS-ST),-,,60,,"Bebidas em geral estão no regime de Substituição Tributária em SP; ICMS já recolhido pelo fabricante/distribuidor. Sem cBenef na revenda ao consumidor final (exceto água mineral em galão retornável de 10 ou 20 litros, que tem isenção própria — não identificado nesta lista)."
